id,pred
P_503_723,0.37
P_503_729,0.391
P_503_731,0.216
P_503_736,0.456
P_503_738,0.248
P_503_743,0.412
P_503_754,0.223
P_503_757,0.5
P_503_778,0.31
P_503_782,0.478
P_503_786,0.248
P_503_789,0.32
P_503_790,0.37
P_503_793,0.265
P_503_794,0.329
P_503_805,0.434
P_503_810,0.32
P_503_814,0.511
P_503_817,0.349
P_503_818,0.412
P_503_820,0.511
P_503_822,0.434
P_503_825,0.359
P_503_827,0.291
P_503_829,0.37
P_503_840,0.32
P_503_843,0.282
P_503_849,0.256
P_503_850,0.478
P_503_853,0.31
P_506_511,0.247
P_506_513,0.5
P_506_522,0.434
P_506_528,0.5
P_506_533,0.456
P_506_535,0.281
P_506_536,0.223
P_506_549,0.282
P_506_551,0.401
P_506_559,0.201
P_506_577,0.194
P_506_592,0.201
P_506_595,0.349
P_506_602,0.319
P_506_603,0.291
P_506_604,0.37
P_506_607,0.38
P_506_610,0.5
P_506_623,0.339
P_506_626,0.456
P_506_636,0.187
P_506_637,0.264
P_506_640,0.223
P_506_648,0.478
P_506_651,0.256
P_506_660,0.369
P_506_666,0.412
P_506_670,0.319
P_506_671,0.37
P_506_676,0.391
P_506_682,0.423
P_506_688,0.478
P_506_708,0.201
P_506_717,0.216
P_506_718,0.434
P_506_720,0.194
P_506_723,0.349
P_506_729,0.37
P_506_731,0.201
P_506_736,0.434
P_506_738,0.231
P_506_743,0.39
P_506_754,0.208
P_506_757,0.478
P_506_778,0.291
P_506_782,0.456
P_506_786,0.231
P_506_789,0.3
P_506_790,0.349
P_506_793,0.248
P_506_794,0.31
P_506_805,0.412
P_506_810,0.3
P_506_814,0.489
P_506_817,0.329
P_506_818,0.391
P_506_820,0.489
P_506_822,0.412
P_506_825,0.338
P_506_827,0.273
P_506_829,0.349
P_506_840,0.3
P_506_843,0.264
P_506_849,0.239
P_506_850,0.456
P_506_853,0.291
P_511_513,0.755
P_511_522,0.703
P_511_528,0.755
P_511_533,0.721
P_511_535,0.547
P_511_536,0.47
P_511_549,0.548
P_511_551,0.674
P_511_559,0.437
P_511_577,0.426
P_511_592,0.437
P_511_595,0.623
P_511_602,0.592
P_511_603,0.559
P_511_604,0.644
P_511_607,0.654
P_511_610,0.755
P_511_623,0.613
P_511_626,0.721
P_511_636,0.415
P_511_637,0.526
P_511_640,0.47
P_511_648,0.739
P_511_651,0.515
P_511_660,0.644
P_511_666,0.684
P_511_670,0.592
P_511_671,0.644
P_511_676,0.664
P_511_682,0.693
P_511_688,0.739
P_511_708,0.437
P_511_717,0.46
P_511_718,0.703
P_511_720,0.426
P_511_723,0.624
P_511_729,0.644
P_511_731,0.438
P_511_736,0.703
P_511_738,0.482
P_511_743,0.664
P_511_754,0.448
P_511_757,0.739
P_511_778,0.559
P_511_782,0.721
P_511_786,0.482
P_511_789,0.57
P_511_790,0.624
P_511_793,0.504
P_511_794,0.581
P_511_805,0.684
P_511_810,0.57
P_511_814,0.747
P_511_817,0.603
P_511_818,0.664
P_511_820,0.747
P_511_822,0.684
P_511_825,0.612
P_511_827,0.537
P_511_829,0.624
P_511_840,0.57
P_511_843,0.526
P_511_849,0.493
P_511_850,0.721
P_511_853,0.559
P_513_522,0.434
P_513_528,0.5
P_513_533,0.456
P_513_535,0.281
P_513_536,0.223
P_513_549,0.282
P_513_551,0.401
P_513_559,0.201
P_513_577,0.194
P_513_592,0.201
P_513_595,0.349
P_513_602,0.319
P_513_603,0.291
P_513_604,0.37
P_513_607,0.38
P_513_610,0.5
P_513_623,0.339
P_513_626,0.456
P_513_636,0.187
P_513_637,0.264
P_513_640,0.223
P_513_648,0.478
P_513_651,0.256
P_513_660,0.369
P_513_666,0.412
P_513_670,0.319
P_513_671,0.37
P_513_676,0.391
P_513_682,0.423
P_513_688,0.478
P_513_708,0.201
P_513_717,0.216
P_513_718,0.434
P_513_720,0.194
P_513_723,0.349
P_513_729,0.37
P_513_731,0.201
P_513_736,0.434
P_513_738,0.231
P_513_743,0.39
P_513_754,0.208
P_513_757,0.478
P_513_778,0.291
P_513_782,0.456
P_513_786,0.231
P_513_789,0.3
P_513_790,0.349
P_513_793,0.248
P_513_794,0.31
P_513_805,0.412
P_513_810,0.3
P_513_814,0.489
P_513_817,0.329
P_513_818,0.391
P_513_820,0.489
P_513_822,0.412
P_513_825,0.338
P_513_827,0.273
P_513_829,0.349
P_513_840,0.3
P_513_843,0.264
P_513_849,0.239
P_513_850,0.456
P_513_853,0.291
P_522_528,0.567
P_522_533,0.522
P_522_535,0.339
P_522_536,0.273
P_522_549,0.339
P_522_551,0.467
P_522_559,0.247
P_522_577,0.239
P_522_592,0.247
P_522_595,0.412
P_522_602,0.38
P_522_603,0.349
P_522_604,0.434
P_522_607,0.445
P_522_610,0.567
P_522_623,0.401
P_522_626,0.522
P_522_636,0.231
P_522_637,0.32
P_522_640,0.273
P_522_648,0.545
P_522_651,0.31
P_522_660,0.434
P_522_666,0.478
P_522_670,0.38
P_522_671,0.434
P_522_676,0.456
P_522_682,0.489
P_522_688,0.545
P_522_708,0.247
P_522_717,0.265
P_522_718,0.5
P_522_720,0.239
P_522_723,0.412
P_522_729,0.434
P_522_731,0.248
P_522_736,0.5
P_522_738,0.282
P_522_743,0.456
P_522_754,0.256
P_522_757,0.545
P_522_778,0.349
P_522_782,0.522
P_522_786,0.282
P_522_789,0.359
P_522_790,0.412
P_522_793,0.301
P_522_794,0.37
P_522_805,0.478
P_522_810,0.359
P_522_814,0.555
P_522_817,0.391
P_522_818,0.456
P_522_820,0.555
P_522_822,0.478
P_522_825,0.401
P_522_827,0.33
P_522_829,0.412
P_522_840,0.359
P_522_843,0.32
P_522_849,0.291
P_522_850,0.522
P_522_853,0.349
P_528_533,0.456
P_528_535,0.281
P_528_536,0.223
P_528_549,0.282
P_528_551,0.401
P_528_559,0.201
P_528_577,0.194
P_528_592,0.201
P_528_595,0.349
P_528_602,0.319
P_528_603,0.291
P_528_604,0.37
P_528_607,0.38
P_528_610,0.5
P_528_623,0.339
P_528_626,0.456
P_528_636,0.187
P_528_637,0.264
P_528_640,0.223
P_528_648,0.478
P_528_651,0.256
P_528_660,0.369
P_528_666,0.412
P_528_670,0.319
P_528_671,0.37
P_528_676,0.391
P_528_682,0.423
P_528_688,0.478
P_528_708,0.201
P_528_717,0.216
P_528_718,0.434
P_528_720,0.194
P_528_723,0.349
P_528_729,0.37
P_528_731,0.201
P_528_736,0.434
P_528_738,0.231
P_528_743,0.39
P_528_754,0.208
P_528_757,0.478
P_528_778,0.291
P_528_782,0.456
P_528_786,0.231
P_528_789,0.3
P_528_790,0.349
P_528_793,0.248
P_528_794,0.31
P_528_805,0.412
P_528_810,0.3
P_528_814,0.489
P_528_817,0.329
P_528_818,0.391
P_528_820,0.489
P_528_822,0.412
P_528_825,0.338
P_528_827,0.273
P_528_829,0.349
P_528_840,0.3
P_528_843,0.264
P_528_849,0.239
P_528_850,0.456
P_528_853,0.291
P_533_535,0.319
P_533_536,0.256
P_533_549,0.32
P_533_551,0.445
P_533_559,0.231
P_533_577,0.223
P_533_592,0.231
P_533_595,0.39
P_533_602,0.359
P_533_603,0.329
P_533_604,0.412
P_533_607,0.423
P_533_610,0.545
P_533_623,0.38
P_533_626,0.5
P_533_636,0.216
P_533_637,0.301
P_533_640,0.256
P_533_648,0.522
P_533_651,0.291
P_533_660,0.412
P_533_666,0.456
P_533_670,0.359
P_533_671,0.412
P_533_676,0.434
P_533_682,0.467
P_533_688,0.522
P_533_708,0.231
P_533_717,0.248
P_533_718,0.478
P_533_720,0.223
P_533_723,0.391
P_533_729,0.412
P_533_731,0.231
P_533_736,0.478
P_533_738,0.265
P_533_743,0.434
P_533_754,0.239
P_533_757,0.522
P_533_778,0.329
P_533_782,0.5
P_533_786,0.265
P_533_789,0.339
P_533_790,0.391
P_533_793,0.282
P_533_794,0.349
P_533_805,0.456
P_533_810,0.339
P_533_814,0.533
P_533_817,0.37
P_533_818,0.434
P_533_820,0.533
P_533_822,0.456
P_533_825,0.379
P_533_827,0.31
P_533_829,0.391
P_533_840,0.339
P_533_843,0.301
P_533_849,0.273
P_533_850,0.5
P_533_853,0.329
P_535_536,0.429
P_535_549,0.506
P_535_551,0.636
P_535_559,0.396
P_535_577,0.386
P_535_592,0.396
P_535_595,0.583
P_535_602,0.55
P_535_603,0.517
P_535_604,0.605
P_535_607,0.615
P_535_610,0.723
P_535_623,0.572
P_535_626,0.686
P_535_636,0.375
P_535_637,0.484
P_535_640,0.428
P_535_648,0.705
P_535_651,0.473
P_535_660,0.604
P_535_666,0.646
P_535_670,0.55
P_535_671,0.605
P_535_676,0.626
P_535_682,0.656
P_535_688,0.705
P_535_708,0.396
P_535_717,0.418
P_535_718,0.666
P_535_720,0.386
P_535_723,0.583
P_535_729,0.605
P_535_731,0.396
P_535_736,0.666
P_535_738,0.44
P_535_743,0.625
P_535_754,0.407
P_535_757,0.705
P_535_778,0.517
P_535_782,0.686
P_535_786,0.44
P_535_789,0.528
P_535_790,0.583
P_535_793,0.462
P_535_794,0.539
P_535_805,0.646
P_535_810,0.528
P_535_814,0.714
P_535_817,0.561
P_535_818,0.626
P_535_820,0.714
P_535_822,0.646
P_535_825,0.571
P_535_827,0.495
P_535_829,0.583
P_535_840,0.528
P_535_843,0.484
P_535_849,0.45
P_535_850,0.686
P_535_853,0.517
P_536_549,0.58
P_536_551,0.702
P_536_559,0.469
P_536_577,0.458
P_536_592,0.469
P_536_595,0.653
P_536_602,0.623
P_536_603,0.591
P_536_604,0.673
P_536_607,0.683
P_536_610,0.778
P_536_623,0.643
P_536_626,0.746
P_536_636,0.447
P_536_637,0.558
P_536_640,0.502
P_536_648,0.763
P_536_651,0.547
P_536_660,0.673
P_536_666,0.711
P_536_670,0.623
P_536_671,0.673
P_536_676,0.693
P_536_682,0.72
P_536_688,0.763
P_536_708,0.469
P_536_717,0.492
P_536_718,0.729
P_536_720,0.458
P_536_723,0.654
P_536_729,0.673
P_536_731,0.47
P_536_736,0.729
P_536_738,0.514
P_536_743,0.692
P_536_754,0.48
P_536_757,0.763
P_536_778,0.591
P_536_782,0.746
P_536_786,0.514
P_536_789,0.601
P_536_790,0.654
P_536_793,0.536
P_536_794,0.612
P_536_805,0.711
P_536_810,0.601
P_536_814,0.771
P_536_817,0.633
P_536_818,0.693
P_536_820,0.771
P_536_822,0.711
P_536_825,0.642
P_536_827,0.569
P_536_829,0.654
P_536_840,0.601
P_536_843,0.558
P_536_849,0.525
P_536_850,0.746
P_536_853,0.591
P_549_551,0.632
P_549_559,0.391
P_549_577,0.381
P_549_592,0.392
P_549_595,0.578
P_549_602,0.546
P_549_603,0.513
P_549_604,0.6
P_549_607,0.611
P_549_610,0.719
P_549_623,0.568
P_549_626,0.682
P_549_636,0.371
P_549_637,0.479
P_549_640,0.424
P_549_648,0.701
P_549_651,0.468
P_549_660,0.6
P_549_666,0.642
P_549_670,0.546
P_549_671,0.6
P_549_676,0.622
P_549_682,0.652
P_549_688,0.701
P_549_708,0.392
P_549_717,0.414
P_549_718,0.662
P_549_720,0.381
P_549_723,0.579
P_549_729,0.6
P_549_731,0.392
P_549_736,0.662
P_549_738,0.435
P_549_743,0.621
P_549_754,0.403
P_549_757,0.701
P_549_778,0.513
P_549_782,0.682
P_549_786,0.435
P_549_789,0.524
P_549_790,0.579
P_549_793,0.457
P_549_794,0.535
P_549_805,0.642
P_549_810,0.524
P_549_814,0.71
P_549_817,0.557
P_549_818,0.622
P_549_820,0.71
P_549_822,0.642
P_549_825,0.567
P_549_827,0.491
P_549_829,0.579
P_549_840,0.524
P_549_843,0.479
P_549_849,0.446
P_549_850,0.682
P_549_853,0.513
P_551_559,0.274
P_551_577,0.265
P_551_592,0.274
P_551_595,0.446
P_551_602,0.413
P_551_603,0.381
P_551_604,0.468
P_551_607,0.479
P_551_610,0.6
P_551_623,0.435
P_551_626,0.557
P_551_636,0.257
P_551_637,0.35
P_551_640,0.301
P_551_648,0.579
P_551_651,0.341
P_551_660,0.468
P_551_666,0.513
P_551_670,0.413
P_551_671,0.468
P_551_676,0.49
P_551_682,0.523
P_551_688,0.579
P_551_708,0.274
P_551_717,0.292
P_551_718,0.535
P_551_720,0.265
P_551_723,0.446
P_551_729,0.468
P_551_731,0.274
P_551_736,0.535
P_551_738,0.311
P_551_743,0.49
P_551_754,0.283
P_551_757,0.579
P_551_778,0.381
P_551_782,0.557
P_551_786,0.311
P_551_789,0.392
P_551_790,0.446
P_551_793,0.33
P_551_794,0.403
P_551_805,0.513
P_551_810,0.392
P_551_814,0.589
P_551_817,0.424
P_551_818,0.49
P_551_820,0.589
P_551_822,0.513
P_551_825,0.434
P_551_827,0.361
P_551_829,0.446
P_551_840,0.392
P_551_843,0.35
P_551_849,0.32
P_551_850,0.557
P_551_853,0.381
P_559_577,0.495
P_559_592,0.506
P_559_595,0.686
P_559_602,0.656
P_559_603,0.626
P_559_604,0.705
P_559_607,0.714
P_559_610,0.803
P_559_623,0.676
P_559_626,0.773
P_559_636,0.484
P_559_637,0.594
P_559_640,0.539
P_559_648,0.788
P_559_651,0.583
P_559_660,0.705
P_559_666,0.74
P_559_670,0.656
P_559_671,0.705
P_559_676,0.723
P_559_682,0.749
P_559_688,0.788
P_559_708,0.506
P_559_717,0.528
P_559_718,0.757
P_559_720,0.495
P_559_723,0.686
P_559_729,0.705
P_559_731,0.506
P_559_736,0.757
P_559_738,0.551
P_559_743,0.723
P_559_754,0.517
P_559_757,0.788
P_559_778,0.626
P_559_782,0.773
P_559_786,0.551
P_559_789,0.636
P_559_790,0.686
P_559_793,0.572
P_559_794,0.647
P_559_805,0.74
P_559_810,0.636
P_559_814,0.796
P_559_817,0.667
P_559_818,0.723
P_559_820,0.796
P_559_822,0.74
P_559_825,0.676
P_559_827,0.605
P_559_829,0.686
P_559_840,0.636
P_559_843,0.594
P_559_849,0.561
P_559_850,0.773
P_559_853,0.626
P_577_592,0.514
P_577_595,0.692
P_577_602,0.663
P_577_603,0.633
P_577_604,0.711
P_577_607,0.72
P_577_610,0.808
P_577_623,0.683
P_577_626,0.779
P_577_636,0.491
P_577_637,0.602
P_577_640,0.547
P_577_648,0.793
P_577_651,0.591
P_577_660,0.711
P_577_666,0.746
P_577_670,0.663
P_577_671,0.711
P_577_676,0.729
P_577_682,0.755
P_577_688,0.793
P_577_708,0.514
P_577_717,0.536
P_577_718,0.763
P_577_720,0.503
P_577_723,0.693
P_577_729,0.711
P_577_731,0.514
P_577_736,0.763
P_577_738,0.558
P_577_743,0.729
P_577_754,0.525
P_577_757,0.793
P_577_778,0.633
P_577_782,0.779
P_577_786,0.558
P_577_789,0.643
P_577_790,0.693
P_577_793,0.58
P_577_794,0.654
P_577_805,0.746
P_577_810,0.643
P_577_814,0.801
P_577_817,0.673
P_577_818,0.729
P_577_820,0.801
P_577_822,0.746
P_577_825,0.682
P_577_827,0.612
P_577_829,0.693
P_577_840,0.643
P_577_843,0.602
P_577_849,0.569
P_577_850,0.779
P_577_853,0.633
P_592_595,0.684
P_592_602,0.654
P_592_603,0.624
P_592_604,0.703
P_592_607,0.712
P_592_610,0.801
P_592_623,0.674
P_592_626,0.772
P_592_636,0.481
P_592_637,0.592
P_592_640,0.537
P_592_648,0.787
P_592_651,0.581
P_592_660,0.703
P_592_666,0.739
P_592_670,0.654
P_592_671,0.703
P_592_676,0.721
P_592_682,0.747
P_592_688,0.787
P_592_708,0.504
P_592_717,0.526
P_592_718,0.756
P_592_720,0.493
P_592_723,0.684
P_592_729,0.703
P_592_731,0.504
P_592_736,0.756
P_592_738,0.548
P_592_743,0.721
P_592_754,0.515
P_592_757,0.787
P_592_778,0.624
P_592_782,0.772
P_592_786,0.548
P_592_789,0.634
P_592_790,0.684
P_592_793,0.57
P_592_794,0.644
P_592_805,0.739
P_592_810,0.634
P_592_814,0.794
P_592_817,0.665
P_592_818,0.721
P_592_820,0.794
P_592_822,0.739
P_592_825,0.674
P_592_827,0.603
P_592_829,0.684
P_592_840,0.634
P_592_843,0.592
P_592_849,0.559
P_592_850,0.772
P_592_853,0.624
P_595_602,0.469
P_595_603,0.436
P_595_604,0.525
P_595_607,0.536
P_595_610,0.653
P_595_623,0.491
P_595_626,0.612
P_595_636,0.302
P_595_637,0.404
P_595_640,0.351
P_595_648,0.633
P_595_651,0.393
P_595_660,0.524
P_595_666,0.569
P_595_670,0.469
P_595_671,0.525
P_595_676,0.547
P_595_682,0.58
P_595_688,0.633
P_595_708,0.321
P_595_717,0.341
P_595_718,0.591
P_595_720,0.312
P_595_723,0.503
P_595_729,0.525
P_595_731,0.322
P_595_736,0.591
P_595_738,0.362
P_595_743,0.547
P_595_754,0.331
P_595_757,0.633
P_595_778,0.436
P_595_782,0.612
P_595_786,0.362
P_595_789,0.447
P_595_790,0.503
P_595_793,0.382
P_595_794,0.458
P_595_805,0.569
P_595_810,0.447
P_595_814,0.643
P_595_817,0.48
P_595_818,0.547
P_595_820,0.643
P_595_822,0.569
P_595_825,0.491
P_595_827,0.415
P_595_829,0.503
P_595_840,0.447
P_595_843,0.404
P_595_849,0.372
P_595_850,0.612
P_595_853,0.436
P_602_603,0.468
P_602_604,0.557
P_602_607,0.568
P_602_610,0.682
P_602_623,0.524
P_602_626,0.642
P_602_636,0.33
P_602_637,0.435
P_602_640,0.381
P_602_648,0.662
P_602_651,0.424
P_602_660,0.557
P_602_666,0.6
P_602_670,0.501
P_602_671,0.557
P_602_676,0.579
P_602_682,0.611
P_602_688,0.662
P_602_708,0.35
P_602_717,0.371
P_602_718,0.621
P_602_720,0.34
P_602_723,0.535
P_602_729,0.557
P_602_731,0.351
P_602_736,0.621
P_602_738,0.392
P_602_743,0.578
P_602_754,0.361
P_602_757,0.662
P_602_778,0.468
P_602_782,0.642
P_602_786,0.392
P_602_789,0.479
P_602_790,0.535
P_602_793,0.413
P_602_794,0.491
P_602_805,0.6
P_602_810,0.479
P_602_814,0.672
P_602_817,0.513
P_602_818,0.579
P_602_820,0.672
P_602_822,0.6
P_602_825,0.523
P_602_827,0.446
P_602_829,0.535
P_602_840,0.479
P_602_843,0.435
P_602_849,0.403
P_602_850,0.642
P_602_853,0.468
P_603_604,0.589
P_603_607,0.599
P_603_610,0.709
P_603_623,0.556
P_603_626,0.671
P_603_636,0.359
P_603_637,0.467
P_603_640,0.412
P_603_648,0.691
P_603_651,0.456
P_603_660,0.588
P_603_666,0.631
P_603_670,0.534
P_603_671,0.589
P_603_676,0.61
P_603_682,0.641
P_603_688,0.691
P_603_708,0.38
P_603_717,0.402
P_603_718,0.651
P_603_720,0.37
P_603_723,0.567
P_603_729,0.589
P_603_731,0.381
P_603_736,0.651
P_603_738,0.423
P_603_743,0.61
P_603_754,0.391
P_603_757,0.691
P_603_778,0.501
P_603_782,0.671
P_603_786,0.423
P_603_789,0.512
P_603_790,0.567
P_603_793,0.445
P_603_794,0.523
P_603_805,0.631
P_603_810,0.512
P_603_814,0.7
P_603_817,0.545
P_603_818,0.61
P_603_820,0.7
P_603_822,0.631
P_603_825,0.555
P_603_827,0.478
P_603_829,0.567
P_603_840,0.512
P_603_843,0.467
P_603_849,0.434
P_603_850,0.671
P_603_853,0.501
P_604_607,0.511
P_604_610,0.631
P_604_623,0.467
P_604_626,0.588
P_604_636,0.282
P_604_637,0.38
P_604_640,0.329
P_604_648,0.61
P_604_651,0.37
P_604_660,0.5
P_604_666,0.545
P_604_670,0.445
P_604_671,0.5
P_604_676,0.523
P_604_682,0.556
P_604_688,0.61
P_604_708,0.3
P_604_717,0.32
P_604_718,0.567
P_604_720,0.291
P_604_723,0.478
P_604_729,0.5
P_604_731,0.301
P_604_736,0.567
P_604_738,0.339
P_604_743,0.522
P_604_754,0.31
P_604_757,0.61
P_604_778,0.412
P_604_782,0.588
P_604_786,0.339
P_604_789,0.423
P_604_790,0.478
P_604_793,0.36
P_604_794,0.434
P_604_805,0.545
P_604_810,0.423
P_604_814,0.62
P_604_817,0.456
P_604_818,0.523
P_604_820,0.62
P_604_822,0.545
P_604_825,0.466
P_604_827,0.391
P_604_829,0.478
P_604_840,0.423
P_604_843,0.38
P_604_849,0.349
P_604_850,0.588
P_604_853,0.412
P_607_610,0.621
P_607_623,0.457
P_607_626,0.579
P_607_636,0.274
P_607_637,0.371
P_607_640,0.32
P_607_648,0.6
P_607_651,0.361
P_607_660,0.49
P_607_666,0.535
P_607_670,0.435
P_607_671,0.49
P_607_676,0.513
P_607_682,0.546
P_607_688,0.6
P_607_708,0.292
P_607_717,0.311
P_607_718,0.557
P_607_720,0.283
P_607_723,0.468
P_607_729,0.49
P_607_731,0.292
P_607_736,0.557
P_607_738,0.33
P_607_743,0.512
P_607_754,0.301
P_607_757,0.6
P_607_778,0.403
P_607_782,0.579
P_607_786,0.33
P_607_789,0.413
P_607_790,0.468
P_607_793,0.35
P_607_794,0.424
P_607_805,0.535
P_607_810,0.413
P_607_814,0.611
P_607_817,0.446
P_607_818,0.513
P_607_820,0.611
P_607_822,0.535
P_607_825,0.456
P_607_827,0.382
P_607_829,0.468
P_607_840,0.413
P_607_843,0.371
P_607_849,0.34
P_607_850,0.579
P_607_853,0.403
P_610_623,0.339
P_610_626,0.456
P_610_636,0.187
P_610_637,0.264
P_610_640,0.223
P_610_648,0.478
P_610_651,0.256
P_610_660,0.369
P_610_666,0.412
P_610_670,0.319
P_610_671,0.37
P_610_676,0.391
P_610_682,0.423
P_610_688,0.478
P_610_708,0.201
P_610_717,0.216
P_610_718,0.434
P_610_720,0.194
P_610_723,0.349
P_610_729,0.37
P_610_731,0.201
P_610_736,0.434
P_610_738,0.231
P_610_743,0.39
P_610_754,0.208
P_610_757,0.478
P_610_778,0.291
P_610_782,0.456
P_610_786,0.231
P_610_789,0.3
P_610_790,0.349
P_610_793,0.248
P_610_794,0.31
P_610_805,0.412
P_610_810,0.3
P_610_814,0.489
P_610_817,0.329
P_610_818,0.391
P_610_820,0.489
P_610_822,0.412
P_610_825,0.338
P_610_827,0.273
P_610_829,0.349
P_610_840,0.3
P_610_843,0.264
P_610_849,0.239
P_610_850,0.456
P_610_853,0.291
P_623_626,0.621
P_623_636,0.311
P_623_637,0.413
P_623_640,0.36
P_623_648,0.642
P_623_651,0.403
P_623_660,0.534
P_623_666,0.579
P_623_670,0.479
P_623_671,0.535
P_623_676,0.557
P_623_682,0.589
P_623_688,0.642
P_623_708,0.33
P_623_717,0.351
P_623_718,0.6
P_623_720,0.321
P_623_723,0.513
P_623_729,0.535
P_623_731,0.331
P_623_736,0.6
P_623_738,0.371
P_623_743,0.557
P_623_754,0.34
P_623_757,0.642
P_623_778,0.446
P_623_782,0.621
P_623_786,0.371
P_623_789,0.457
P_623_790,0.513
P_623_793,0.392
P_623_794,0.468
P_623_805,0.579
P_623_810,0.457
P_623_814,0.652
P_623_817,0.49
P_623_818,0.557
P_623_820,0.652
P_623_822,0.579
P_623_825,0.501
P_623_827,0.424
P_623_829,0.513
P_623_840,0.457
P_623_843,0.413
P_623_849,0.381
P_623_850,0.621
P_623_853,0.446
P_626_636,0.216
P_626_637,0.301
P_626_640,0.256
P_626_648,0.522
P_626_651,0.291
P_626_660,0.412
P_626_666,0.456
P_626_670,0.359
P_626_671,0.412
P_626_676,0.434
P_626_682,0.467
P_626_688,0.522
P_626_708,0.231
P_626_717,0.248
P_626_718,0.478
P_626_720,0.223
P_626_723,0.391
P_626_729,0.412
P_626_731,0.231
P_626_736,0.478
P_626_738,0.265
P_626_743,0.434
P_626_754,0.239
P_626_757,0.522
P_626_778,0.329
P_626_782,0.5
P_626_786,0.265
P_626_789,0.339
P_626_790,0.391
P_626_793,0.282
P_626_794,0.349
P_626_805,0.456
P_626_810,0.339
P_626_814,0.533
P_626_817,0.37
P_626_818,0.434
P_626_820,0.533
P_626_822,0.456
P_626_825,0.379
P_626_827,0.31
P_626_829,0.391
P_626_840,0.339
P_626_843,0.301
P_626_849,0.273
P_626_850,0.5
P_626_853,0.329
P_636_637,0.613
P_636_640,0.559
P_636_648,0.801
P_636_651,0.603
P_636_660,0.721
P_636_666,0.756
P_636_670,0.674
P_636_671,0.721
P_636_676,0.739
P_636_682,0.764
P_636_688,0.801
P_636_708,0.526
P_636_717,0.548
P_636_718,0.772
P_636_720,0.515
P_636_723,0.703
P_636_729,0.721
P_636_731,0.526
P_636_736,0.772
P_636_738,0.57
P_636_743,0.738
P_636_754,0.537
P_636_757,0.801
P_636_778,0.645
P_636_782,0.787
P_636_786,0.57
P_636_789,0.654
P_636_790,0.703
P_636_793,0.592
P_636_794,0.665
P_636_805,0.756
P_636_810,0.654
P_636_814,0.808
P_636_817,0.684
P_636_818,0.739
P_636_820,0.808
P_636_822,0.756
P_636_825,0.693
P_636_827,0.624
P_636_829,0.703
P_636_840,0.654
P_636_843,0.613
P_636_849,0.581
P_636_850,0.787
P_636_853,0.645
P_637_640,0.446
P_637_648,0.719
P_637_651,0.491
P_637_660,0.621
P_637_666,0.662
P_637_670,0.568
P_637_671,0.622
P_637_676,0.642
P_637_682,0.672
P_637_688,0.719
P_637_708,0.413
P_637_717,0.435
P_637_718,0.682
P_637_720,0.403
P_637_723,0.6
P_637_729,0.622
P_637_731,0.414
P_637_736,0.682
P_637_738,0.457
P_637_743,0.642
P_637_754,0.424
P_637_757,0.719
P_637_778,0.535
P_637_782,0.701
P_637_786,0.457
P_637_789,0.546
P_637_790,0.6
P_637_793,0.479
P_637_794,0.557
P_637_805,0.662
P_637_810,0.546
P_637_814,0.728
P_637_817,0.579
P_637_818,0.642
P_637_820,0.728
P_637_822,0.662
P_637_825,0.589
P_637_827,0.513
P_637_829,0.6
P_637_840,0.546
P_637_843,0.502
P_637_849,0.468
P_637_850,0.701
P_637_853,0.535
P_640_648,0.764
P_640_651,0.55
P_640_660,0.675
P_640_666,0.713
P_640_670,0.625
P_640_671,0.675
P_640_676,0.694
P_640_682,0.722
P_640_688,0.764
P_640_708,0.471
P_640_717,0.494
P_640_718,0.731
P_640_720,0.461
P_640_723,0.656
P_640_729,0.675
P_640_731,0.472
P_640_736,0.731
P_640_738,0.516
P_640_743,0.694
P_640_754,0.483
P_640_757,0.764
P_640_778,0.593
P_640_782,0.748
P_640_786,0.516
P_640_789,0.604
P_640_790,0.656
P_640_793,0.538
P_640_794,0.614
P_640_805,0.713
P_640_810,0.604
P_640_814,0.772
P_640_817,0.635
P_640_818,0.694
P_640_820,0.772
P_640_822,0.713
P_640_825,0.645
P_640_827,0.571
P_640_829,0.656
P_640_840,0.604
P_640_843,0.56
P_640_849,0.527
P_640_850,0.748
P_640_853,0.593
P_648_651,0.273
P_648_660,0.39
P_648_666,0.434
P_648_670,0.339
P_648_671,0.391
P_648_676,0.412
P_648_682,0.445
P_648_688,0.5
P_648_708,0.216
P_648_717,0.231
P_648_718,0.456
P_648_720,0.208
P_648_723,0.37
P_648_729,0.391
P_648_731,0.216
P_648_736,0.456
P_648_738,0.248
P_648_743,0.412
P_648_754,0.223
P_648_757,0.5
P_648_778,0.31
P_648_782,0.478
P_648_786,0.248
P_648_789,0.32
P_648_790,0.37
P_648_793,0.265
P_648_794,0.329
P_648_805,0.434
P_648_810,0.32
P_648_814,0.511
P_648_817,0.349
P_648_818,0.412
P_648_820,0.511
P_648_822,0.434
P_648_825,0.359
P_648_827,0.291
P_648_829,0.37
P_648_840,0.32
P_648_843,0.282
P_648_849,0.256
P_648_850,0.478
P_648_853,0.31
P_651_660,0.631
P_651_666,0.671
P_651_670,0.578
P_651_671,0.631
P_651_676,0.651
P_651_682,0.681
P_651_688,0.727
P_651_708,0.423
P_651_717,0.445
P_651_718,0.691
P_651_720,0.412
P_651_723,0.61
P_651_729,0.631
P_651_731,0.423
P_651_736,0.691
P_651_738,0.467
P_651_743,0.651
P_651_754,0.434
P_651_757,0.727
